episode,total_reward,final_velocity
873,0,-22.3633
874,0,-22.3633
875,0,-22.3633
876,0,-22.3633
877,0,-22.3633
878,0,-22.3633
879,0,-22.3633
880,0,-22.3633
881,0,-22.3633
882,0,-22.3633
883,0,-22.3633
884,0,-22.3633
885,0,-22.3633
886,0,-22.3633
887,0,-22.3633
888,0,-22.3633
889,0,-22.3633
890,0,-22.3633
891,0,-22.3633
892,0,-22.3633
893,0,-22.3633
894,0,-22.3633
895,0,-22.3633
896,0,-22.3633
897,0,-22.3633
898,0,-22.3633
899,0,-22.3633
900,0,-22.3633
901,0,-22.3633
902,0,-22.3633
903,0,-22.3633
904,0,-22.3633
905,0,-22.3633
906,0,-22.3633
907,0,-22.3633
908,0,-22.3633
909,0,-22.3633
910,0,-22.3633
911,0,-22.3633
912,0,-22.3633
913,0,-22.3633
914,0,-22.3633
915,0,-22.3633
916,0,-22.3633
917,0,-22.3633
918,0,-22.3633
919,0,-22.3633
920,0,-22.3633
921,0,-22.3633
922,0,-22.3633
923,0,-22.3633
924,0,-22.3633
925,0,-22.3633
926,0,-22.3633
927,0,-22.3633
928,0,-22.3633
929,0,-22.3633
930,0,-22.3633
931,0,-22.3633
932,0,-22.3633
933,0,-22.3633
934,0,-22.3633
935,0,-22.3633
936,0,-22.3633
937,0,-22.3633
938,0,-22.3633
939,0,-22.3633
940,0,-22.3633
941,0,-22.3633
942,0,-22.3633
943,0,-22.3633
944,0,-22.3633
945,0,-22.3633
946,0,-22.3633
947,0,-22.3633
948,0,-22.3633
949,0,-22.3633
950,0,-22.3633
951,0,-22.3633
952,0,-22.3633
953,0,-22.3633
954,0,-22.3633
955,0,-22.3633
956,0,-22.3633
957,0,-22.3633
958,0,-22.3633
959,0,-22.3633
960,0,-22.3633
961,0,-22.3633
962,0,-22.3633
963,0,-22.3633
964,0,-22.3633
965,0,-22.3633
966,0,-22.3633
967,0,-22.3633
968,0,-22.3633
969,0,-22.3633
970,0,-22.3633
971,0,-22.3633
972,0,-22.3633
973,0,-22.3633
974,0,-22.3633
975,0,-22.3633
976,0,-22.3633
977,0,-22.3633
978,0,-22.3633
979,0,-22.3633
980,0,-22.3633
981,0,-22.3633
982,0,-22.3633
983,0,-22.3633
984,0,-22.3633
985,0,-22.3633
986,0,-22.3633
987,0,-22.3633
988,0,-22.3633
989,0,-22.3633
990,0,-22.3633
991,0,-22.3633
992,0,-22.3633
993,0,-22.3633
994,0,-22.3633
995,0,-22.3633
996,0,-22.3633
997,0,-22.3633
998,0,-22.3633
999,0,-22.3633
1000,0,-22.3633
1001,0,-22.3633
1002,0,-22.3633
1003,0,-22.3633
1004,0,-22.3633
1005,0,-22.3633
1006,0,-22.3633
1007,0,-22.3633
1008,0,-22.3633
1009,0,-22.3633
1010,0,-22.3633
1011,0,-22.3633
1012,0,-22.3633
1013,0,-22.3633
1014,0,-22.3633
1015,0,-22.3633
1016,0,-22.3633
1017,0,-22.3633
1018,0,-22.3633
1019,0,-22.3633
1020,0,-22.3633
1021,0,-22.3633
1022,0,-22.3633
1023,0,-22.3633
1024,0,-22.3633
1025,0,-22.3633
1026,0,-22.3633
1027,0,-22.3633
1028,0,-22.3633
1029,0,-22.3633
1030,0,-22.3633
1031,0,-22.3633
1032,0,-22.3633
1033,0,-22.3633
1034,0,-22.3633
1035,0,-22.3633
1036,0,-22.3633
1037,0,-22.3633
1038,0,-22.3633
1039,0,-22.3633
1040,0,-22.3633
1041,0,-22.3633
1042,0,-22.3633
1043,0,-22.3633
1044,0,-22.3633
1045,0,-22.3633
1046,0,-22.3633
1047,0,-22.3633
1048,0,-22.3633
1049,0,-22.3633
1050,0,-22.3633
1051,0,-22.3633
1052,0,-22.3633
1053,0,-22.3633
1054,0,-22.3633
1055,0,-22.3633
1056,0,-22.3633
1057,0,-22.3633
1058,0,-22.3633
1059,0,-22.3633
1060,0,-22.3633
1061,0,-22.3633
1062,0,-22.3633
1063,0,-22.3633
1064,0,-22.3633
1065,0,-22.3633
1066,0,-22.3633
1067,0,-22.3633
1068,0,-22.3633
1069,0,-22.3633
1070,0,-22.3633
1071,0,-22.3633
1072,0,-22.3633
1073,0,-22.3633
1074,0,-22.3633
1075,0,-22.3633
1076,0,-22.3633
1077,0,-22.3633
1078,0,-22.3633
1079,0,-22.3633
1080,0,-22.3633
1081,0,-22.3633
1082,0,-22.3633
1083,0,-22.3633
1084,0,-22.3633
1085,0,-22.3633
1086,0,-22.3633
1087,0,-22.3633
1088,0,-22.3633
1089,0,-22.3633
1090,0,-22.3633
1091,0,-22.3633
1092,0,-22.3633
1093,0,-22.3633
1094,0,-22.3633
1095,0,-22.3633
1096,0,-22.3633
1097,0,-22.3633
1098,0,-22.3633
1099,0,-22.3633
1100,0,-22.3633
1101,0,-22.3633
1102,0,-22.3633
1103,0,-22.3633
1104,0,-22.3633
1105,0,-22.3633
1106,0,-22.3633
1107,0,-22.3633
1108,0,-22.3633
1109,0,-22.3633
1110,0,-22.3633
1111,0,-22.3633
1112,0,-22.3633
1113,0,-22.3633
1114,0,-22.3633
1115,0,-22.3633
1116,0,-22.3633
1117,0,-22.3633
1118,0,-22.3633
1119,0,-22.3633
1120,0,-22.3633
1121,0,-22.3633
1122,0,-22.3633
1123,0,-22.3633
1124,0,-22.3633
1125,0,-22.3633
1126,0,-22.3633
1127,0,-22.3633
1128,0,-22.3633
1129,0,-22.3633
1130,0,-22.3633
1131,0,-22.3633
1132,0,-22.3633
1133,0,-22.3633
1134,0,-22.3633
1135,0,-22.3633
1136,0,-22.3633
1137,0,-22.3633
1138,0,-22.3633
1139,0,-22.3633
1140,0,-22.3633
1141,0,-22.3633
1142,0,-22.3633
1143,0,-22.3633
1144,0,-22.3633
1145,0,-22.3633
1146,0,-22.3633
1147,0,-22.3633
1148,0,-22.3633
1149,0,-22.3633
1150,0,-22.3633
1151,0,-22.3633
1152,0,-22.3633
1153,0,-22.3633
1154,0,-22.3633
1155,0,-22.3633
1156,0,-22.3633
1157,0,-22.3633
1158,0,-22.3633
1159,0,-22.3633
1160,0,-22.3633
1161,0,-22.3633
1162,0,-22.3633
1163,0,-22.3633
1164,0,-22.3633
1165,0,-22.3633
1166,0,-22.3633
1167,0,-22.3633
1168,0,-22.3633
1169,0,-22.3633
1170,0,-22.3633
1171,0,-22.3633
1172,0,-22.3633
1173,0,-22.3633
1174,0,-22.3633
1175,0,-22.3633
1176,0,-22.3633
1177,0,-22.3633
1178,0,-22.3633
1179,0,-22.3633
1180,0,-22.3633
1181,0,-22.3633
1182,0,-22.3633
1183,0,-22.3633
1184,0,-22.3633
1185,0,-22.3633
1186,0,-22.3633
1187,0,-22.3633
1188,0,-22.3633
1189,0,-22.3633
1190,0,-22.3633
1191,0,-22.3633
1192,0,-22.3633
1193,0,-22.3633
1194,0,-22.3633
1195,0,-22.3633
1196,0,-22.3633
1197,0,-22.3633
1198,0,-22.3633
1199,0,-22.3633
1200,0,-22.3633
1201,0,-22.3633
1202,0,-22.3633
1203,0,-22.3633
1204,0,-22.3633
1205,0,-22.3633
1206,0,-22.3633
1207,0,-22.3633
1208,0,-22.3633
1209,0,-22.3633
1210,0,-22.3633
1211,0,-22.3633
1212,0,-22.3633
1213,0,-22.3633
1214,0,-22.3633
1215,0,-22.3633
1216,0,-22.3633
1217,0,-22.3633
1218,0,-22.3633
1219,0,-22.3633
1220,0,-22.3633
1221,0,-22.3633
1222,0,-22.3633
1223,0,-22.3633
1224,0,-22.3633
1225,0,-22.3633
1226,0,-22.3633
1227,0,-22.3633
1228,0,-22.3633
1229,0,-22.3633
1230,0,-22.3633
1231,0,-22.3633
1232,0,-22.3633
1233,0,-22.3633
1234,0,-22.3633
1235,0,-22.3633
1236,0,-22.3633
1237,0,-22.3633
1238,0,-22.3633
1239,0,-22.3633
1240,0,-22.3633
1241,0,-22.3633
1242,0,-22.3633
1243,0,-22.3633
1244,0,-22.3633
1245,0,-22.3633
1246,0,-22.3633
1247,0,-22.3633
1248,0,-22.3633
1249,0,-22.3633
1250,0,-22.3633
1251,0,-22.3633
1252,0,-22.3633
1253,0,-22.3633
1254,0,-22.3633
1255,0,-22.3633
1256,0,-22.3633
1257,0,-22.3633
1258,0,-22.3633
1259,0,-22.3633
1260,0,-22.3633
1261,0,-22.3633
1262,0,-22.3633
1263,0,-22.3633
1264,0,-22.3633
1265,0,-22.3633
1266,0,-22.3633
1267,0,-22.3633
1268,0,-22.3633
1269,0,-22.3633
1270,0,-22.3633
1271,0,-22.3633
1272,0,-22.3633
1273,0,-22.3633
1274,0,-22.3633
1275,0,-22.3633
1276,0,-22.3633
1277,0,-22.3633
1278,0,-22.3633
1279,0,-22.3633
1280,0,-22.3633
1281,0,-22.3633
1282,0,-22.3633
1283,0,-22.3633
1284,0,-22.3633
1285,0,-22.3633
1286,0,-22.3633
1287,0,-22.3633
1288,0,-22.3633
1289,0,-22.3633
1290,0,-22.3633
1291,0,-22.3633
1292,0,-22.3633
1293,0,-22.3633
1294,0,-22.3633
1295,0,-22.3633
1296,0,-22.3633
1297,0,-22.3633
1298,0,-22.3633
1299,0,-22.3633
1300,0,-22.3633
1301,0,-22.3633
1302,0,-22.3633
1303,0,-22.3633
1304,0,-22.3633
1305,0,-22.3633
1306,0,-22.3633
1307,0,-22.3633
1308,0,-22.3633
1309,0,-22.3633
1310,0,-22.3633
1311,0,-22.3633
1312,0,-22.3633
1313,0,-22.3633
1314,0,-22.3633
1315,0,-22.3633
1316,0,-22.3633
1317,0,-22.3633
1318,0,-22.3633
1319,0,-22.3633
1320,0,-22.3633
1321,0,-22.3633
1322,0,-22.3633
1323,0,-22.3633
1324,0,-22.3633
1325,0,-22.3633
1326,0,-22.3633
1327,0,-22.3633
1328,0,-22.3633
1329,0,-22.3633
1330,0,-22.3633
1331,0,-22.3633
1332,0,-22.3633
1333,0,-22.3633
1334,0,-22.3633
1335,0,-22.3633
1336,0,-22.3633
1337,0,-22.3633
1338,0,-22.3633
1339,0,-22.3633
1340,0,-22.3633
1341,0,-22.3633
1342,0,-22.3633
1343,0,-22.3633
1344,0,-22.3633
1345,0,-22.3633
1346,0,-22.3633
1347,0,-22.3633
1348,0,-22.3633
1349,0,-22.3633
1350,0,-22.3633
1351,0,-22.3633
1352,0,-22.3633
1353,0,-22.3633
1354,0,-22.3633
1355,0,-22.3633
1356,0,-22.3633
1357,0,-22.3633
1358,0,-22.3633
1359,0,-22.3633
