episode,total_reward,final_velocity
1309,0,-106.766
1310,0,-106.766
1311,0,-106.766
1312,0,-106.766
1313,0,-106.766
1314,0,-106.766
1315,0,-106.766
1316,0,-106.766
1317,0,-106.766
1318,0,-106.766
1319,0,-106.766
1320,0,-106.766
1321,0,-106.766
1322,0,-106.766
1323,0,-106.766
1324,0,-106.766
1325,0,-106.766
1326,0,-106.766
1327,0,-106.766
1328,0,-106.766
1329,0,-106.766
1330,0,-106.766
1331,0,-106.766
1332,0,-106.766
1333,0,-106.766
1334,0,-106.766
1335,0,-106.766
1336,0,-106.766
1337,0,-106.766
1338,0,-106.766
1339,0,-106.766
1340,0,-106.766
1341,0,-106.766
1342,0,-106.766
1343,0,-106.766
1344,0,-106.766
1345,0,-106.766
1346,0,-106.766
1347,0,-106.766
1348,0,-106.766
1349,0,-106.766
1350,0,-106.766
1351,0,-106.766
1352,0,-106.766
1353,0,-106.766
1354,0,-106.766
1355,0,-106.766
1356,0,-106.766
1357,0,-106.766
1358,0,-106.766
1359,0,-106.766
1360,0,-106.766
1361,0,-106.766
1362,0,-106.766
1363,0,-106.766
1364,0,-106.766
1365,0,-106.766
1366,0,-106.766
1367,0,-106.766
1368,0,-106.766
1369,0,-106.766
1370,0,-106.766
1371,0,-106.766
1372,0,-106.766
1373,0,-106.766
1374,0,-106.766
1375,0,-106.766
1376,0,-106.766
1377,0,-106.766
1378,0,-106.766
1379,0,-106.766
1380,0,-106.766
1381,0,-106.766
1382,0,-106.766
1383,0,-106.766
1384,0,-106.766
1385,0,-106.766
1386,0,-106.766
1387,0,-106.766
1388,0,-106.766
1389,0,-106.766
1390,0,-106.766
1391,0,-106.766
1392,0,-106.766
1393,0,-106.766
1394,0,-106.766
1395,0,-106.766
1396,0,-106.766
1397,0,-106.766
1398,0,-106.766
1399,0,-106.766
1400,0,-106.766
1401,0,-106.766
1402,0,-106.766
1403,0,-106.766
1404,0,-106.766
1405,0,-106.766
1406,0,-106.766
1407,0,-106.766
1408,0,-106.766
1409,0,-106.766
1410,0,-106.766
1411,0,-106.766
1412,0,-106.766
1413,0,-106.766
1414,0,-106.766
1415,0,-106.766
1416,0,-106.766
1417,0,-106.766
1418,0,-106.766
1419,0,-106.766
1420,0,-106.766
1421,0,-106.766
1422,0,-106.766
1423,0,-106.766
1424,0,-106.766
1425,0,-106.766
1426,0,-106.766
1427,0,-106.766
1428,0,-106.766
1429,0,-106.766
1430,0,-106.766
1431,0,-106.766
1432,0,-106.766
1433,0,-106.766
1434,0,-106.766
1435,0,-106.766
1436,0,-106.766
1437,0,-106.766
1438,0,-106.766
1439,0,-106.766
1440,0,-106.766
1441,0,-106.766
1442,0,-106.766
1443,0,-106.766
1444,0,-106.766
1445,0,-106.766
1446,0,-106.766
1447,0,-106.766
1448,0,-106.766
1449,0,-106.766
1450,0,-106.766
1451,0,-106.766
1452,0,-106.766
1453,0,-106.766
1454,0,-106.766
1455,0,-106.766
1456,0,-106.766
1457,0,-106.766
1458,0,-106.766
1459,0,-106.766
1460,0,-106.766
1461,0,-106.766
1462,0,-106.766
1463,0,-106.766
1464,0,-106.766
1465,0,-106.766
1466,0,-106.766
1467,0,-106.766
1468,0,-106.766
1469,0,-106.766
1470,0,-106.766
1471,0,-106.766
1472,0,-106.766
1473,0,-106.766
1474,0,-106.766
1475,0,-106.766
1476,0,-106.766
1477,0,-106.766
1478,0,-106.766
1479,0,-106.766
1480,0,-106.766
1481,0,-106.766
1482,0,-106.766
1483,0,-106.766
1484,0,-106.766
1485,0,-106.766
1486,0,-106.766
1487,0,-106.766
1488,0,-106.766
1489,0,-106.766
1490,0,-106.766
